,name,year,wine ID,rating,price,winery,ratings_count,region,number_of_flavors,number_of_grapes,grapes,black_fruit,citrus_fruit,dried_fruit,earth,floral,microbio,non_oak,oak,red_fruit,spices,tree_fruit,tropical_fruit,vegetal
517,Saint-Julien (Grand Cru Classé) 2012,2012,1115658,4.2,90.20530727936784,Château Léoville Poyferré,1605,Saint-Julien,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.9975077881619938,0.016822429906542057,0.07476635514018691,1.005607476635514,0.0940809968847352,0.1956386292834891,0.8610591900311526,1.2174454828660437,0.3862928348909657,0.4392523364485981,0.009345794392523364,0.0006230529595015577,0.0691588785046729
518,Châteauneuf-du-Pape (La Crau) 2014,2014,1135736,4.3,85.19390131940295,Domaine du Vieux Télégraphe,1601,Châteauneuf-du-Pape,13,6,"['Shiraz/Syrah', 'Mourvedre', 'Counoise', 'Cinsaut', 'Vaccareze', 'Muscardin']",0.4928169893816365,0.03497813866333541,0.14366021236727045,0.7339163023110555,0.08119925046845722,0.11242973141786383,0.47345409119300436,0.7089319175515303,0.5477826358525921,0.47657713928794504,0.030605871330418487,0.0037476577139287947,0.05059337913803873
519,Pauillac (Grand Cru Classé) 2012,2012,1148035,4.2,66.15055867153642,Château Grand-Puy-Lacoste,1593,Pauillac,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.7539234149403641,0.0194601381042059,0.06340238543628374,0.8706842435655995,0.044569993722536096,0.13998744507219082,0.6446955430006277,0.9529190207156308,0.3044569993722536,0.3239171374764595,0.004394224733207784,0.0025109855618330196,0.053358443188951665
520,Pauillac (Grand Cru Classé) 2014,2014,4091,4.0,66.15055867153642,Château d'Armailhac,1586,Pauillac,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.7635561160151324,0.01008827238335435,0.056116015132408575,0.787515762925599,0.06683480453972257,0.12862547288776796,0.5970996216897856,0.9079445145018915,0.32597730138713743,0.34489281210592687,0.009457755359394703,0.0031525851197982345,0.046027742749054225
521,Margaux (Grand Cru Classé) 2010,2010,80045,4.3,135.30796091905177,Château Lascombes,1581,Margaux,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.5939278937381404,0.010120177103099304,0.053763440860215055,0.6103731815306768,0.09867172675521822,0.12586970271979758,0.4737507906388362,0.7469955724225174,0.24794433902593296,0.25616698292220114,0.007590132827324478,0.002530044275774826,0.046173308032890575
522,Pessac-Léognan (Grand Cru Classé de Graves) 2014,2014,17656,4.3,90.58951506963182,Château Smith Haut-Lafitte,1572,Pessac-Léognan,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.6361323155216285,0.044529262086514,0.06170483460559797,0.6844783715012722,0.06997455470737914,0.15903307888040713,0.5324427480916031,0.8142493638676844,0.23473282442748092,0.3333333333333333,0.04770992366412214,0.02480916030534351,0.05089058524173028
523,Pauillac (Grand Cru Classé) 2011,2011,79762,4.4,134.3056797270588,Château Pichon Baron,1542,Pauillac,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.9831387808041504,0.01556420233463035,0.08884565499351492,1.1011673151750974,0.0966277561608301,0.16407263294422827,0.8845654993514915,1.2762645914396886,0.32944228274967574,0.4383916990920882,0.00648508430609598,0.004539559014267186,0.07652399481193256
524,Haut-Médoc (Grand Cru Classé) 2009,2009,63094,3.9,58.13230913559261,Château de Camensac,1514,Haut-Médoc,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.30317040951122853,0.009247027741083224,0.018494055482166448,0.2767503302509908,0.028401585204755615,0.04557463672391017,0.22192866578599735,0.36129458388375163,0.1287978863936592,0.1571994715984148,0.0019815059445178335,0.0019815059445178335,0.025759577278731835
525,Pauillac (Grand Cru Classé) 2006,2006,1148035,4.2,105.23952515926248,Château Grand-Puy-Lacoste,1500,Pauillac,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.8006666666666666,0.020666666666666667,0.06733333333333333,0.9246666666666666,0.04733333333333333,0.14866666666666667,0.6846666666666666,1.012,0.3233333333333333,0.344,0.004666666666666667,0.0026666666666666666,0.056666666666666664
526,Blanc de Blancs Brut Champagne N.V.,N.V.,2744699,4.2,55.02523744041439,Champagne Barons de Rothschild,1490,Champagne,12,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0,0.06711409395973154,0.0013422818791946308,0.027516778523489934,0.0026845637583892616,0.04563758389261745,0.05838926174496644,0.0436241610738255,0.0013422818791946308,0.006711409395973154,0.0436241610738255,0.0020134228187919465,0.011409395973154362
527,Réserve (de la Comtesse) Pauillac 2014,2014,1135843,4.1,59.13459032758559,Château Pichon Longueville Comtesse de Lalande,1487,Pauillac,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.5817081371889711,0.007397444519166106,0.022864828513786146,0.5406859448554135,0.05985205110961668,0.10087424344317418,0.48755884330867516,0.7236045729657028,0.22125084061869535,0.3409549428379287,0.00605245460659045,0.0006724949562878278,0.03698722259583053
528,Saint-Julien (Grand Cru Classé) 2001,2001,22685,4.3,120.22362897955747,Château Léoville Barton,1478,Saint-Julien,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",1.3288227334235454,0.02706359945872801,0.09269282814614344,1.361299052774019,0.12990527740189445,0.20027063599458728,1.0893098782138024,1.5615696887686061,0.4519621109607578,0.574424898511502,0.011502029769959404,0.0040595399188092015,0.08728010825439783
529,Château Giscours (Grand Cru Classé) 2016,2016,13689,4.3,68.15512105552237,Château Giscours,1476,Margaux,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.9952574525745257,0.022357723577235773,0.09078590785907859,1.0311653116531165,0.13956639566395665,0.17818428184281843,0.7953929539295393,1.225609756097561,0.47289972899729,0.47628726287262874,0.013550135501355014,0.0033875338753387536,0.08401084010840108
530,Saint-Julien (Grand Cru Classé) 2011,2011,22685,4.2,83.18933893541701,Château Léoville Barton,1470,Saint-Julien,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",1.3360544217687076,0.027210884353741496,0.09319727891156462,1.3687074829931973,0.1306122448979592,0.20136054421768707,1.0952380952380953,1.5700680272108845,0.454421768707483,0.5775510204081633,0.011564625850340135,0.004081632653061225,0.08775510204081632
531,Saint-Julien (Grand Cru Classé) 2007,2007,22685,4.2,99.22583800730465,Château Léoville Barton,1466,Saint-Julien,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",1.339699863574352,0.027285129604365622,0.09345156889495225,1.3724420190995907,0.13096862210095497,0.2019099590723056,1.0982264665757162,1.5743519781718964,0.45566166439290584,0.5791268758526603,0.011596180081855388,0.004092769440654843,0.08799454297407913
532,Pessac-Léognan (Grand Cru Classé de Graves) 2016,2016,82613,4.4,102.23268158328356,Château Pape Clément,1452,Pessac-Léognan,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.6735537190082644,0.04338842975206612,0.07506887052341597,0.8050964187327824,0.06267217630853994,0.16391184573002754,0.65633608815427,0.928374655647383,0.3071625344352617,0.35192837465564736,0.026859504132231406,0.024104683195592287,0.05371900826446281
533,Sauternes (Premier Grand Cru Classé) 2007,2007,1135215,4.3,76.17337059146618,Château Rieussec,1444,Sauternes,13,3,"['Sauvignon Blanc', 'Sémillon', 'Muscadelle']",0.029778393351800554,0.5090027700831025,0.2195290858725762,0.9826869806094183,0.10318559556786704,0.33725761772853186,0.5117728531855956,0.574792243767313,0.029778393351800554,0.26454293628808867,0.7437673130193906,0.2915512465373961,0.12257617728531855
534,Blanc de Blancs Champagne ,,1197043,4.0,109.10450924403382,Palmer & Co.,4484,Champagne,12,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0,0.04794826048171276,0.0006690454950936663,0.027430865298840323,0.0015611061552185548,0.03166815343443354,0.03278322925958965,0.023639607493309546,0.0013380909901873326,0.0024531668153434435,0.04861730597680642,0.0022301516503122213,0.007582515611061552
535,Cabernet Sauvignon 2016,2016,3987,4.3,60.38963983561225,Jordan,3007,Alexander Valley,13,1,['Cabernet Sauvignon'],0.3831060857998005,0.008979048885932824,0.021283671433322247,0.26571333555038246,0.023279015630196208,0.041237113402061855,0.2630528766212172,0.47755237778516796,0.2846691054206851,0.21982041902228133,0.009644163618224144,0.0016627868307283007,0.018955769870302626
536,Pauillac (Grand Cru Classé) 2011,2011,4091,4.1,104.06503999488676,Château d'Armailhac,2244,Pauillac,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.5396613190730838,0.0071301247771836,0.039661319073083776,0.5565953654188949,0.04723707664884135,0.09090909090909091,0.42201426024955435,0.6417112299465241,0.23039215686274508,0.24376114081996436,0.0066844919786096255,0.0022281639928698753,0.03253119429590018
537,Réserve (de la Comtesse) Pauillac 2015,2015,1135843,4.2,88.10672070592108,Château Pichon Longueville Comtesse de Lalande,1647,Pauillac,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.525197328476017,0.006678809957498482,0.020643594414086218,0.48816029143898,0.054037644201578625,0.09107468123861566,0.44019429265330906,0.6533090467516697,0.1997571341833637,0.30783242258652094,0.00546448087431694,0.0006071645415907711,0.033394049787492414
538,Côte-Rôtie Brune & Blonde de Guigal 2017,2017,7772,4.3,75.50804758305343,E. Guigal,1599,Côte-Rôtie,13,2,"['Shiraz/Syrah', 'Viognier']",0.5096935584740463,0.010631644777986242,0.06941838649155722,0.5372107567229518,0.09380863039399624,0.10819262038774234,0.43089430894308944,0.6278924327704816,0.3527204502814259,0.5046904315196998,0.0068792995622263915,0.0012507817385866166,0.03814884302689181
539,Saint-Julien 2015,2015,86362,4.2,75.50804758305343,Château Gloria,1524,Saint-Julien,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.7198162729658792,0.010498687664041995,0.05511811023622047,0.7545931758530183,0.06824146981627296,0.10761154855643044,0.613517060367454,0.8674540682414699,0.2959317585301837,0.3300524934383202,0.00853018372703412,0.001968503937007874,0.06758530183727034
540,Purple Angel 2018,2018,71274,4.5,109.10450924403382,Montes,1480,Colchagua Valley,13,1,['Carménère'],0.6824324324324325,0.007432432432432433,0.05337837837837838,0.49864864864864866,0.06959459459459459,0.09391891891891892,0.5,0.7837837837837838,0.2195945945945946,0.4391891891891892,0.005405405405405406,0.0033783783783783786,0.10472972972972973
541,Moulis-en-Médoc 2015,2015,79266,4.0,71.30848987543088,Château Chasse-Spleen,1461,Moulis-en-Médoc,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.6358658453114305,0.012320328542094456,0.03969883641341547,0.5359342915811088,0.038329911019849415,0.10609171800136892,0.42299794661190965,0.6872005475701575,0.27446954140999313,0.2737850787132101,0.008213552361396304,0.0054757015742642025,0.04175222450376454
542,Pagodes de Cos 2009,2009,1984446,4.2,147.74044015416126,Cos d'Estournel,1446,Saint-Estèphe,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.4633471645919779,0.006915629322268326,0.030428769017980636,0.43568464730290457,0.03112033195020747,0.07883817427385892,0.3499308437067773,0.5304287690179806,0.19294605809128632,0.23443983402489627,0.006224066390041493,0.0006915629322268327,0.0338865836791148
543,Châteauneuf-du-Pape 2017,2017,84287,4.3,79.70760529067599,Château La Nerthe,1419,Châteauneuf-du-Pape,13,6,"['Shiraz/Syrah', 'Mourvedre', 'Counoise', 'Cinsaut', 'Vaccareze', 'Muscardin']",0.4615926708949965,0.03171247357293869,0.06342494714587738,0.4763918252290345,0.05496828752642706,0.09372797744890768,0.35306553911205074,0.5997181113460183,0.3474277660324172,0.3671599718111346,0.031007751937984496,0.006342494714587738,0.04933051444679352
544,Haut-Médoc 2014,2014,1161268,4.0,91.55035802617157,Château Sociando-Mallet,1258,Haut-Médoc,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.7321144674085851,0.010333863275039745,0.04848966613672496,0.8338632750397457,0.051669316375198726,0.11446740858505565,0.6232114467408585,0.9300476947535771,0.29650238473767887,0.3863275039745628,0.00794912559618442,0.00397456279809221,0.08426073131955485
545,Saint-Julien 2016,2016,86362,4.1,84.74707453982303,Château Gloria,1230,Saint-Julien,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.891869918699187,0.013008130081300813,0.06829268292682927,0.9349593495934959,0.08455284552845528,0.13333333333333333,0.7601626016260162,1.0747967479674796,0.36666666666666664,0.4089430894308943,0.01056910569105691,0.0024390243902439024,0.08373983739837398
546,Marquis de Calon Saint-Estèphe 2016,2016,83520,4.0,73.82822450000441,Château Calon-Ségur,1189,Saint-Estèphe,12,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.3641715727502103,0.00336417157275021,0.022708158116063918,0.3069806560134567,0.034482758620689655,0.044575273338940284,0.255677039529016,0.3776282590412111,0.15391084945332212,0.1581160639192599,0.004205214465937763,0.0,0.015138772077375946
547,Clos du Marquis Saint-Julien 2009,2009,1152438,4.2,133.4619439482446,Château Léoville Las Cases,1184,Saint-Julien,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.7390202702702703,0.018581081081081082,0.05912162162162162,0.6866554054054054,0.0633445945945946,0.10304054054054054,0.5540540540540541,0.8429054054054054,0.3217905405405405,0.3251689189189189,0.005067567567567568,0.002533783783783784,0.05067567567567568
548,Pessac-Léognan (Grand Cru Classé de Graves) 2015,2015,1143938,4.2,78.90968932622769,Château Malartic-Lagravière,1078,Pessac-Léognan,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.5074211502782932,0.05473098330241188,0.03710575139146568,0.48608534322820035,0.045454545454545456,0.09925788497217068,0.3877551020408163,0.5723562152133581,0.23098330241187384,0.24118738404452691,0.038033395176252316,0.016697588126159554,0.04730983302411874
549,Pessac-Léognan (Grand Cru Classé de Graves) 2015,2015,1154913,4.3,142.7009709050142,Domaine de Chevalier,1046,Pessac-Léognan,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.9139579349904398,0.0965583173996176,0.08795411089866156,1.0564053537284894,0.08508604206500955,0.245697896749522,0.8460803059273423,1.2370936902485659,0.4435946462715105,0.49904397705544934,0.08317399617590822,0.03919694072657744,0.10611854684512428
550,Te Koko Sauvignon Blanc 2016,2016,1126958,4.2,75.50804758305343,Cloudy Bay,1008,Marlborough,13,1,['Sauvignon Blanc'],0.018849206349206348,0.5545634920634921,0.010912698412698412,0.3244047619047619,0.06448412698412699,0.2767857142857143,0.2251984126984127,0.498015873015873,0.003968253968253968,0.16964285714285715,0.25992063492063494,0.3948412698412698,0.24404761904761904
551,Chianti Rùfina Riserva 2012,2012,20983,3.7,53.62204377162422,Castello Nipozzano,5691,Chianti Rùfina,13,4,"['Sangiovese', 'Trebbiano', 'Canaiolo Nero', 'Malvasia Nera']",0.1714988578457213,0.010542962572482868,0.01493586364435073,0.17554032683183976,0.02161307327358988,0.027235986645580742,0.15269724125812686,0.2734141627130557,0.2512739413108417,0.13178703215603585,0.004920049200492005,0.0005271481286241434,0.02161307327358988
552,Ribera del Duero 2015,2015,77171,4.5,80.13238129983843,Alión,5586,Ribera del Duero,13,1,['Tempranillo'],0.23934837092731828,0.006265664160401002,0.02685284640171858,0.22180451127819548,0.020945220193340493,0.04296455424274973,0.24078052273540995,0.34049409237379163,0.11940565699964197,0.1824203365556749,0.0026852846401718583,0.001611170784103115,0.014679556032939491
553,Tenuta Guado al Tasso Il Bruciato Bolgheri 2020,2020,1659,4.2,55.12546555961368,Antinori,4313,Bolgheri,13,3,"['Cabernet Sauvignon', 'Merlot', 'Sangiovese']",0.3633201947600278,0.0067238581034083,0.03431486204498029,0.3002550428935776,0.02109900301414329,0.049153721307674474,0.28773475539067933,0.46371435195919314,0.26964989566427083,0.26199860885694415,0.005100857871551124,0.0018548574078367725,0.02086714583816369
554,Castello della Sala Cervaro della Sala 2018,2018,1688,4.5,70.15968343950833,Antinori,3177,Umbria,13,1,['Trebbiano'],0.0028328611898017,0.19955933270380863,0.006295247088448221,0.22631413282971358,0.028328611898016998,0.29996852376455774,0.22977651872836008,0.4381491973559962,0.0022033364809568774,0.1649354737173434,0.22568460812086874,0.0881334592382751,0.05760151085930123
555,Tenuta Nuova Brunello di Montalcino 2012,2012,9712,4.5,95.21671323933272,Casanova di Neri,2345,Brunello di Montalcino,13,1,['Sangiovese'],0.2571428571428571,0.011087420042643924,0.05031982942430704,0.3859275053304904,0.052452025586353944,0.049466950959488276,0.28486140724946696,0.4366737739872068,0.3070362473347548,0.191044776119403,0.003837953091684435,0.0008528784648187633,0.028997867803837955
556,Luce 2015,2015,83594,4.4,120.27374303915713,Tenuta Luce,1467,Toscana,13,4,"['Cabernet Sauvignon', 'Merlot', 'Sangiovese', 'Canaiolo Nero']",0.3394683026584867,0.008861622358554875,0.0408997955010225,0.321745057941377,0.027266530334014997,0.054533060668029994,0.3169734151329243,0.4458077709611452,0.19631901840490798,0.24880708929788684,0.004771642808452625,0.0034083162917518746,0.026584867075664622
557,20 Year Old Tawny Port N.V.,N.V.,81321,4.3,100.2281191992976,Quinta do Noval,1379,Porto,13,3,"['Touriga Nacional', 'Touriga Franca', 'Tinta Roriz']",0.014503263234227702,0.012327773749093546,0.046410442349528645,0.02973168963016679,0.0007251631617113851,0.04060913705583756,0.07324147933284988,0.0674401740391588,0.012327773749093546,0.02030456852791878,0.002175489485134155,0.0007251631617113851,0.009427121102248005
558,Brunello di Montalcino Riserva Vigna Paganelli 2012,2012,22174,4.4,85.19390131940295,Tenuta Il Poggione,1297,Brunello di Montalcino,13,1,['Sangiovese'],0.14186584425597532,0.013878180416345412,0.03238242097147263,0.27756360832690824,0.028527370855821126,0.03777949113338473,0.2174248265227448,0.30223592906707786,0.2181958365458751,0.1264456437933693,0.0038550501156515036,0.0030840400925212026,0.02467232074016962
559,Vintage Tunina 2015,2015,79525,4.3,79.1802141674451,Jermann,1166,Venezia Giulia,13,4,"['Arneis', 'Pinot Blanc', 'Cortese', 'Tocai Friulano']",0.0017152658662092624,0.1620926243567753,0.004288164665523156,0.20240137221269297,0.026586620926243566,0.11406518010291596,0.06260720411663807,0.10291595197255575,0.0008576329331046312,0.04202401372212693,0.2109777015437393,0.07289879931389365,0.06260720411663807
560,Bucci Verdicchio dei Castelli di Jesi Classico Superiore 2018,2018,23035,3.8,65.14827747954344,Bucci,1017,Verdicchio dei Castelli di Jesi,11,1,['Trebbiano'],0.0,0.2605703048180924,0.0009832841691248771,0.232055063913471,0.024582104228121928,0.14454277286135694,0.1248770894788594,0.1553588987217306,0.0,0.06588003933136677,0.22812192723697147,0.032448377581120944,0.1288102261553589
561,Vigna Loreto Brunello di Montalcino 2015,2015,2373036,4.2,95.21671323933272,Mastrojanni,980,Brunello di Montalcino,12,1,['Sangiovese'],0.09795918367346938,0.014285714285714285,0.02959183673469388,0.2683673469387755,0.014285714285714285,0.04081632653061224,0.18979591836734694,0.3112244897959184,0.23673469387755103,0.11530612244897959,0.007142857142857143,0.0,0.022448979591836733
562,Toscana I Sodi di San Niccolo 2015,2015,11733,4.4,98.22355681531164,Castellare,766,Toscana,13,4,"['Cabernet Sauvignon', 'Merlot', 'Sangiovese', 'Canaiolo Nero']",0.2898172323759791,0.02349869451697128,0.04046997389033943,0.40992167101827676,0.06135770234986945,0.0391644908616188,0.31592689295039167,0.45039164490861616,0.32114882506527415,0.24151436031331594,0.006527415143603133,0.0026109660574412533,0.0391644908616188
563,Morgon Côte du Py 2019,2019,1105335,4.3,56.12774675160666,Jean Foillard,2034,Morgon,13,1,['Gamay'],0.19518190757128812,0.01720747295968535,0.024582104228121928,0.32694198623402165,0.07669616519174041,0.063913470993117,0.10127826941986234,0.20747295968534907,0.4857423795476893,0.1415929203539823,0.012782694198623401,0.019174041297935103,0.028023598820058997
564,Sauternes (Premier Grand Cru Classé) 2001,2001,1135215,4.6,98.22355681531164,Château Rieussec,1019,Sauternes,13,3,"['Sauvignon Blanc', 'Sémillon', 'Muscadelle']",0.042198233562315994,0.7212953876349362,0.31108930323846906,1.392541707556428,0.14622178606476938,0.47791952894995093,0.7252208047105005,0.8145240431795878,0.042198233562315994,0.3748773307163886,1.053974484789009,0.41315014720314036,0.17369970559371933
565,Vintage Champagne 2008,2008,1319243,4.3,148.33761641496045,Billecart-Salmon,1000,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.007,0.212,0.017,0.144,0.015,0.213,0.235,0.234,0.02,0.028,0.243,0.025,0.073
566,Terrasses du Larzac 2016,2016,2408552,4.3,88.20074489538189,Montcalmès,917,Terrasses du Larzac,13,3,"['Shiraz/Syrah', 'Grenache', 'Mourvedre']",0.1079607415485278,0.0021810250817884407,0.013086150490730643,0.08833151581243184,0.009814612868047983,0.011995637949836423,0.03489640130861505,0.08833151581243184,0.07415485278080698,0.05234460196292257,0.003271537622682661,0.0010905125408942203,0.0054525627044711015
567,Vintage Champagne 2009,2009,1319243,4.3,66.15055867153642,Billecart-Salmon,480,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.014583333333333334,0.44166666666666665,0.035416666666666666,0.3,0.03125,0.44375,0.4895833333333333,0.4875,0.041666666666666664,0.058333333333333334,0.50625,0.052083333333333336,0.15208333333333332
568,Croix de Beaucaillou Saint-Julien 2016,2016,61754,4.2,68.15512105552237,Château Ducru-Beaucaillou,448,Saint-Julien,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",1.2232142857142858,0.013392857142857142,0.08035714285714286,1.1316964285714286,0.07589285714285714,0.17633928571428573,0.8883928571428571,1.3727678571428572,0.46205357142857145,0.6629464285714286,0.026785714285714284,0.002232142857142857,0.08705357142857142
569,Sauternes (Premier Grand Cru Classé) 2001,2001,1630081,4.2,68.15512105552237,Château Lafaurie-Peyraguey,432,Sauternes,13,3,"['Sauvignon Blanc', 'Sémillon', 'Muscadelle']",0.046296296296296294,0.6944444444444444,0.2222222222222222,1.0717592592592593,0.15046296296296297,0.4050925925925926,0.4976851851851852,0.5393518518518519,0.046296296296296294,0.2986111111111111,0.8518518518518519,0.3587962962962963,0.11805555555555555
570,Châteauneuf-du-Pape 2019,2019,1134803,4.4,85.19390131940295,Château de Beaucastel,366,Châteauneuf-du-Pape,13,6,"['Shiraz/Syrah', 'Mourvedre', 'Counoise', 'Cinsaut', 'Vaccareze', 'Muscardin']",5.092896174863388,0.22131147540983606,1.1311475409836065,6.057377049180328,0.6612021857923497,1.0874316939890711,3.3251366120218577,5.724043715846994,4.122950819672131,3.5273224043715845,0.1366120218579235,0.04371584699453552,0.3879781420765027
571,Terrasses du Larzac 2018,2018,2408552,4.2,88.20074489538189,Montcalmès,311,Terrasses du Larzac,13,3,"['Shiraz/Syrah', 'Grenache', 'Mourvedre']",0.3183279742765273,0.006430868167202572,0.03858520900321544,0.2604501607717042,0.028938906752411574,0.03536977491961415,0.10289389067524116,0.2604501607717042,0.21864951768488747,0.15434083601286175,0.00964630225080386,0.003215434083601286,0.01607717041800643
572,Chablis Grand Cru 'Les Clos' 2018,2018,55464,4.4,98.22355681531164,Jean-Paul & Benoit Droin,248,Chablis Grand Cru 'Les Clos',13,1,['Chardonnay'],0.012096774193548387,0.4032258064516129,0.004032258064516129,0.4838709677419355,0.03225806451612903,0.2701612903225806,0.1532258064516129,0.3548387096774194,0.016129032258064516,0.0846774193548387,0.4153225806451613,0.06854838709677419,0.04838709677419355
573,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,2016,1146826,4.0,55.12546555961368,Château Jean Faure,218,Saint-Émilion Grand Cru,12,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.43119266055045874,0.01834862385321101,0.03211009174311927,0.3944954128440367,0.013761467889908258,0.0963302752293578,0.3532110091743119,0.47706422018348627,0.26605504587155965,0.24770642201834864,0.009174311926605505,0.0,0.045871559633027525
574,Chablis 2019,2019,1221899,4.0,58.13230913559261,Moreau-Naudet,207,Chablis,11,1,['Chardonnay'],0.0,0.5458937198067633,0.0,0.5555555555555556,0.03864734299516908,0.34299516908212563,0.0966183574879227,0.28019323671497587,0.004830917874396135,0.04830917874396135,0.5748792270531401,0.0821256038647343,0.10628019323671498
575,Chablis Grand Cru 'Les Clos' 2012,2012,55464,4.3,98.22355681531164,Jean-Paul & Benoit Droin,184,Chablis Grand Cru 'Les Clos',13,1,['Chardonnay'],0.016304347826086956,0.5434782608695652,0.005434782608695652,0.6521739130434783,0.043478260869565216,0.3641304347826087,0.20652173913043478,0.4782608695652174,0.021739130434782608,0.11413043478260869,0.5597826086956522,0.09239130434782608,0.06521739130434782
576,Le Petit Lion Saint-Julien 2016,2016,1252559,4.1,72.16424582349427,Château Léoville Las Cases,176,Saint-Julien,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.7272727272727273,0.028409090909090908,0.028409090909090908,0.6193181818181818,0.08522727272727272,0.125,0.6136363636363636,0.7954545454545454,0.35795454545454547,0.4772727272727273,0.005681818181818182,0.005681818181818182,0.05113636363636364
577,Brézé Saumur Blanc 2017,2017,2020693,4.3,68.15512105552237,Guiberteau,158,Saumur,13,1,['Chenin Blanc'],0.012658227848101266,0.36075949367088606,0.03164556962025317,0.5,0.06329113924050633,0.1962025316455696,0.27848101265822783,0.4050632911392405,0.04430379746835443,0.14556962025316456,0.3987341772151899,0.08227848101265822,0.11392405063291139
578,Barsac (Premier Grand Cru Classé) 1999,1999,16786,4.4,75.1710893994732,Château Climens,139,Barsac,13,3,"['Sauvignon Blanc', 'Sémillon', 'Muscadelle']",0.05755395683453238,1.7625899280575539,0.5611510791366906,3.028776978417266,0.34532374100719426,1.2374100719424461,1.4316546762589928,1.6402877697841727,0.05755395683453238,0.7482014388489209,2.4892086330935252,1.1942446043165467,0.30935251798561153
579,Alsace Grand Cru Schoenenbourg 2009,2009,1396952,4.4,89.20302608737487,Marcel Deiss,130,Alsace Grand Cru,13,1,['Riesling'],0.023076923076923078,0.33076923076923076,0.06153846153846154,0.5615384615384615,0.09230769230769231,0.15384615384615385,0.16923076923076924,0.19230769230769232,0.007692307692307693,0.15384615384615385,0.5230769230769231,0.11538461538461539,0.038461538461538464
